pc,delta
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1022312507672
94685453736968,2338416672
94685453736968,-2087626224
94685453736968,1623929472
94685453736968,-3246801600
94685453736996,-57219379844
94685453736924,60589153052
94685453736988,-2648425944
94685453736996,2201319408
94685453736968,-37741262360
94685453736924,35050063640
94685453736968,3542739888
94685453736968,-2830525488
94685453736968,-32823615016
94685453736924,35397805432
94685453736968,-2076726384
94685453736968,251633808
94685453736996,-1417126672
94685453737057,1504429360
94685453736996,1118170448
94685453737057,-29136960512
94685453736924,29683757088
94685453736968,-3510990384
94685453736968,1236304800
94685453736968,-703630896
94685453736968,-677856688
94685453736749,2856335920
94685453736968,-1473149024
94685453736974,-834440928
94685453737011,2641851440
94685453736996,-1559913728
94685453736974,-1285771648
94685453736968,3190113424
94685453737011,-3405191200
94685453736968,121597056
94685453736968,3872630544
94685453736996,-2379893328
94685453736968,-431005008
94685453736996,-1018808592
94685453736968,1448010384
94685453736968,1938349584
94685453736968,-3950327784
94685453736749,4226277432
94685453736968,-2149396656
94685453736968,-555978032
94685453737011,791879808
94685453737011,651825424
94685453737057,539549056
94685453736968,-801256960
94685453737057,-2420631848
94685453736749,2127717432
94685453736968,-2523525456
94685453736749,3566675904
94685453736968,667267712
94685453737057,229281472
94685453736968,-3976632000
94685453736968,353094496
94685453737011,2101989984
94685453736974,458907824
94685453736968,-1699701616
94685453737057,604925968
94685453736968,1186216824
94685453736988,314211144
94685453736968,-2799017808
94685453736968,1092048816
94685453736996,1885733328
94685453736968,187865736
94685453736988,-1535744232
94685453736968,1614052432
94685453737011,-2040847600
94685453736968,-111615072736
94685453736924,110285433136
94685453736968,-101286480
94685453736968,2712627008
94685453737057,-2751812576
94685453736968,350055392
94685453737057,2963991392
94685453737011,-2935538176
94685453736968,-108095088
94685453736968,1396252416
94685453736968,1326165360
94685453736996,-1019860384
94685453737057,377179360
94685453736968,-944775536
94685453737011,2254128784
94685453737057,-4169175368
94685453736749,353584744
94685453737011,184216688
94685453736968,-814780592
94685453736749,4569016112
94685453736968,-2136480144
94685453736968,876263472
94685453736968,-120594960
94685453736968,-7827968
94685453737011,-117298480
94685453736968,-950974848
94685453736968,-505792896
94685453736968,1117515600
94685453736968,195713424
94685453736968,-1320966096
94685453736968,977225856
94685453736968,-1653480384
94685453736968,2943763680
94685453736968,-90525353228
94685453736924,88335736892
94685453736968,992083056
94685453736968,-1950691136
94685453736974,2008428656
94685453736968,51448912
94685453736974,1088786736
94685453737011,-3299703856
94685453736968,3849448704
94685453736968,-530899152
94685453736968,-1104902160
94685453736968,1580751504
94685453736968,-262684880
94685453736974,-2372196592
94685453736968,2798218968
94685453736988,-489025944
94685453736968,-3456666576
94685453736968,1182844512
94685453736968,2124095968
94685453737011,-631425616
94685453736968,-2725434256
94685453737057,2369575216
94685453736968,83876832
94685453736968,-1552300944
94685453736968,-443280696
94685453736988,1406748792
94685453736968,-1161687072
94685453736968,-62827545136
94685453736924,65014747664
94685453736974,-3254845400
94685453736749,1600705624
94685453736968,687655248
94685453736968,753015728
94685453737057,-964841936
94685453736996,-967593600
94685453736968,1641016976
94685453737057,-636544160
94685453736968,772347024
94685453736968,-251276496
94685453736968,-1051329368
94685453737084,2571627064
94685453737057,-3786827504
94685453736968,1257198904
94685453737084,1592908024
94685453737057,624826528
94685453736968,-2711805472
94685453737057,-446087024
94685453736968,1265542128
94685453736968,2233927344
94685453736968,-4239166704
94685453736749,2063801416
94685453737084,-60981688
94685453736968,1841517360
94685453736968,-3402739296
94685453736968,244470248
94685453737020,3322268104
94685453736968,-366971904
94685453736968,-2837883024
94685453736968,244234608
94685453736968,2817271920
94685453736996,-1569633120
94685453736968,-1317388976
94685453736974,-407462176
94685453736968,1597926416
94685453737057,1009359376
94685453736968,-1756196000
94685453736974,698932448
94685453736968,-1160305968
94685453736968,843195984
94685453736968,-166642368
94685453736996,-1866620168
94685453736749,1049891592
94685453737011,2374697984
94685453736968,-2565456144
94685453736968,2016874144
94685453736974,-2180026720
94685453736968,-251026336
94685453736749,2251468528
94685453736968,321206208
94685453736968,-835659168
94685453736968,-105257256272
94685453736924,106416123936
94685453737011,-1173486960
94685453736974,-1303696880
94685453737057,1321190464
94685453736968,497054528
94685453737057,94831408
94685453736968,1524266976
94685453736968,-3257611584
94685453736968,-70763904
94685453736996,-535854472
94685453736749,2235982216
94685453736968,-1806921608
94685453737084,2334260456
94685453736968,-1689436944
94685453736968,-1494916608
94685453736749,3421253088
94685453736968,1021008627992
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-8
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-216
94685453736660,216
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-176
94685453736640,176
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,88
94685453738958,168
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-8
94685453736693,48
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1038981799084
94685453736924,16265543636
94685453736968,1870979376
94685453736996,-1189302608
94685453737011,-1300979968
94685453736996,1919980640
94685453737057,128854600
94685453736988,1144680648
94685453736968,150611696
94685453737057,-1691770808
94685453736988,-2282571472
94685453736749,1259283656
94685453736974,651382688
94685453736968,456911968
94685453736974,-705849760
94685453736968,-857433984
94685453736968,1244333328
94685453736968,-197320704
94685453736968,-137754768
94685453736968,2103298528
94685453736974,-2522986144
94685453736968,2897480592
94685453736968,-1180430592
94685453736968,-329018576
94685453737011,421312672
94685453737057,-488604512
94685453736968,-1672094176
94685453737057,2078715264
94685453737057,-3431459752
94685453736749,1568896040
94685453736968,-604165008
94685453736996,662692496
94685453737057,2332433168
94685453736974,-2985832400
94685453737057,744772064
94685453736974,2259226064
94685453736968,390223824
94685453736968,-834553136
94685453736974,-2708141920
94685453736968,69895776
94685453736968,-602277960
94685453736749,-307964528
94685453736749,453923648
94685453736749,272003432
94685453737057,-728181944
94685453736749,837872280
94685453736968,1927558288
94685453737011,-2347612024
94685453736749,1283565672
94685453736968,2208723104
94685453737057,548032816
94685453736968,-36335328
94685453736968,-1935455280
94685453736968,-1653814400
94685453737011,567188288
94685453736968,-1267414256
94685453736749,654388320
94685453736974,1370518944
94685453737011,-90372160
94685453736968,-1392105840
94685453736968,729831280
94685453737011,1729569344
94685453736968,-2263083456
94685453736968,2047195280
94685453737057,-1622927024
94685453736968,176478480
94685453736968,1561612704
94685453736968,-1066733904
94685453736968,1660557072
94685453736968,-1201227696
94685453736968,1771504880
94685453737057,-1048564688
94685453736968,-347393328
94685453736968,1548436736
94685453737057,-3550160504
94685453736988,1780128264
94685453736968,-2140958272
94685453736749,505130512
94685453736968,1095510720
94685453736968,276079776
94685453736968,-4251645144
94685453736924,3984382024
94685453737011,-463013392
94685453736968,-812762304
94685453736968,3161934672
94685453736968,-2913066672
94685453736968,3143844096
94685453736968,-1276880976
94685453736968,-2175467424
94685453736968,3218466416
94685453737057,351050272
94685453736968,-2155711248
94685453736968,-68251742476
94685453736924,69782933644
94685453736968,-2810351088
94685453736968,3596061888
94685453736968,-1457002336
94685453737057,-338076744
94685453737116,-128322392
